"...1","object_id","city","county","region","development","locality","on_road","rural_urban","speed_limit","traffic_control","weather","workzone","bike_age","bike_age_group","bike_alcohol","bike_alcohol_drugs","bike_direction","bike_injury","bike_position","bike_race","bike_sex","driver_age","driver_age_group","driver_alcohol","driver_alcohol_drugs","driver_est_speed","driver_injury","driver_race","driver_sex","driver_vehicle_type","crash_alcohol","crash_date","crash_day","crash_group","crash_hour","crash_location","crash_month","crash_severity","crash_time","crash_type","crash_year","ambulance_req","hit_run","light_condition","road_character","road_class","road_condition","road_configuration","road_defects","road_feature","road_surface","num_bikes_ai","num_bikes_bi","num_bikes_ci","num_bikes_ki","num_bikes_no","num_bikes_to","num_bikes_ui","num_lanes","num_units","distance_mi_from","frm_road","rte_invd_cd","towrd_road"
3275,3874,"Fayetteville","Cumberland","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",13,"11-15","No",NA,"Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Female",59,"50-59","No",NA,"0-5 mph","O: No Injury","Black","Male","Pickup","No","06MAY2010","Thursday","Motorist Failed to Yield - Sign-Controlled Intersection",16,"Intersection","May","B: Evident Injury",57840,"Motorist Drive Out - Sign-Controlled Intersection",2010,"Yes","No","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"3 lanes",2,0,NA,0,NA
3276,3876,"None - Rural Crash","Sampson","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",66,"60-69","No",NA,"With Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","Black","Male",NA,NA,"No",NA,"41-45 mph","Unknown Injury","Unknown/Missing",NA,NA,"No","07MAY2010","Friday","Motorist Overtaking Bicyclist",5,"Non-Intersection","May","B: Evident Injury",20880,"Motorist Overtaking - Misjudged Space",2010,"Yes","Yes","Dark - Roadway Not Lighted","Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3277,3877,"None - Rural Crash","Stanly","Piedmont","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","40 - 45  MPH","Stop Sign","Clear","No",54,"50-59","No",NA,"With Traffic","A: Disabling Injury","Travel Lane","Hispanic","Male",38,"30-39","No",NA,"41-45 mph","C: Possible Injury","White","Female","Sport Utility","No","07MAY2010","Friday","Bicyclist Failed to Yield - Sign-Controlled Intersection",15,"Intersection","May","A: Disabling Injury",54720,"Bicyclist Ride Through - Sign-Controlled Intersection",2010,"Yes","No","Daylight","Curve - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3278,3881,"Raleigh","Wake","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",NA,NA,"Missing",NA,"Facing Traffic","Unknown Injury","Travel Lane","Unknown/Missing",NA,43,"40-49","No",NA,"41-45 mph","O: No Injury","White","Female","Van","No","16APR2010","Friday","Crossing Paths - Other Circumstances",19,"Intersection","April","O: No Injury",70920,"Crossing Paths - Intersection - Other / Unknown",2010,"No","No","Dusk","Straight - Hillcrest","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3279,3882,"Raleigh","Wake","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Cloudy","No",47,"40-49","No",NA,"With Traffic","O: No Injury","Travel Lane","White","Female",58,"50-59","No",NA,"21-25 mph","O: No Injury","White","Female","Passenger Car","No","17APR2010","Saturday","Bicyclist Overtaking Motorist",8,"Intersection-Related","April","O: No Injury",28860,"Bicyclist Overtaking - Other / Unknown",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
3280,3887,"Raleigh","Wake","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",28,"25-29","Yes",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",40,"40-49","No",NA,"16-20 mph","C: Possible Injury","White","Male","Sport Utility","Yes","03APR2010","Saturday","Bicyclist Left Turn / Merge",15,"Intersection-Related","April","B: Evident Injury",55440,"Bicyclist Left Turn - Same Direction",2010,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3281,3894,"Durham","Durham","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",39,"30-39","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",26,"25-29","No",NA,"31-35 mph","O: No Injury","White","Female","Passenger Car","No","10MAY2010","Monday","Bicyclist Left Turn / Merge",21,"Intersection-Related","May","B: Evident Injury",78240,"Bicyclist Left Turn - Same Direction",2010,"Yes","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3282,3909,"Pittsboro","Chatham","Piedmont","Commercial","Urban (>70% Developed)",NA,"Rural","40 - 45  MPH","No Control Present","Clear","Yes",14,"11-15","No",NA,"Not Applicable","O: No Injury","Travel Lane","White","Female",57,"50-59","No",NA,"21-25 mph","C: Possible Injury","White","Male","Motorcycle","No","03APR2010","Saturday","Bicyclist Failed to Yield - Midblock",15,"Non-Intersection","April","C: Possible Injury",54720,"Bicyclist Ride Out - Other Midblock",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3283,3910,"Charlotte","Mecklenburg","Piedmont","Residential","Mixed (30% To 70% Developed)",NA,"Urban","40 - 45  MPH","Stop Sign","Clear","No",37,"30-39","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",NA,"70+","No",NA,"26-30 mph","O: No Injury","White","Female","Passenger Car","No","05MAY2010","Wednesday","Motorist Left Turn / Merge",11,"Intersection","May","B: Evident Injury",40740,"Motorist Left Turn - Opposite Direction",2010,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3284,3914,"Gastonia","Gaston","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Clear","No",4,"0-5","No",NA,"With Traffic","O: No Injury","Travel Lane","Black","Female",18,"0-19","No",NA,"16-20 mph","B: Evident Injury","Hispanic","Female","Passenger Car","No","05MAY2010","Wednesday","Head-On",15,"Non-Intersection","May","B: Evident Injury",56940,"Head-On - Bicyclist",2010,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Driveway, Public","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3285,3924,"Greensboro","Guilford","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",25,"25-29","No",NA,"With Traffic","B: Evident Injury","Travel Lane","Black","Male",NA,NA,"Missing",NA,NA,"Unknown Injury","Unknown/Missing",NA,"Passenger Car","No","08MAY2010","Saturday","Bicyclist Overtaking Motorist",3,"Intersection-Related","May","B: Evident Injury",13380,"Bicyclist Overtaking - Parked Vehicle",2010,"Yes","No","Dark - Lighted Roadway","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3286,3927,"Charlotte","Mecklenburg","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Clear","No",46,"40-49","Yes",NA,"With Traffic","B: Evident Injury","Travel Lane","Black","Female",48,"40-49","No",NA,"21-25 mph","O: No Injury","Black","Male","Pickup","Yes","26APR2010","Monday","Loss of Control / Turning Error",12,"Non-Intersection","April","B: Evident Injury",45900,"Bicyclist Lost Control - Other / Unknown",2010,"Yes","No","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Divided, Positive Median Barrier","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3287,3928,"Charlotte","Mecklenburg","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",50,"50-59","No",NA,NA,"C: Possible Injury","Travel Lane","White","Male",39,"30-39","No",NA,"0-5 mph","O: No Injury","Asian","Male","Sport Utility","No","01MAY2010","Saturday","Other / Unknown - Insufficient Details",16,"Non-Intersection","May","C: Possible Injury",59520,"Unknown Approach Paths",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3288,3945,"Graham","Alamance","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",16,"16-19","No",NA,"Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",64,"60-69","No",NA,"6-10 mph","O: No Injury","White","Male","Van","No","13MAY2010","Thursday","Motorist Right Turn / Merge",21,"Intersection","May","B: Evident Injury",78000,"Motorist Right Turn - Opposite Direction",2010,"Yes","No","Dark - Roadway Not Lighted","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3289,3947,"Rocky Mount","Nash","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","Stop Sign","Clear","No",52,"50-59","No",NA,"Facing Traffic","B: Evident Injury","Travel Lane","White","Male",NA,NA,"Missing",NA,"21-25 mph","Unknown Injury","Unknown/Missing",NA,NA,"No","01APR2010","Thursday","Head-On",10,"Intersection-Related","April","B: Evident Injury",37260,"Head-On - Bicyclist",2010,"No","Yes","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","T-Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
3290,3951,"Rocky Mount","Nash","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",7,"6-10","No",NA,"With Traffic","O: No Injury","Travel Lane","Black","Male",57,"50-59","No",NA,"26-30 mph","O: No Injury","Black","Female","Passenger Car","No","03APR2010","Saturday","Bicyclist Failed to Yield - Sign-Controlled Intersection",19,"Intersection","April","O: No Injury",68400,"Bicyclist Ride Out - Sign-Controlled Intersection",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","One-Way, Not Divided","None","No Special Feature","Grooved Concrete",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3291,3954,"Mount Airy","Surry","Mountains","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Cloudy","No",17,"16-19","No",NA,"With Traffic","O: No Injury","Travel Lane","White","Male",NA,NA,"Missing",NA,"31-35 mph","Unknown Injury","Unknown/Missing",NA,NA,"No","17MAY2010","Monday","Motorist Overtaking Bicyclist",23,"Non-Intersection","May","O: No Injury",83400,"Motorist Overtaking - Other / Unknown",2010,"Yes","Yes","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3292,3957,"None - Rural Crash","Wake","Piedmont","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",33,"30-39","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Female",27,"25-29","No",NA,"51-55 mph","O: No Injury","Black","Male","Passenger Car","No","28MAY2010","Friday","Motorist Overtaking Bicyclist",10,"Non-Intersection","May","B: Evident Injury",37200,"Motorist Overtaking - Misjudged Space",2010,"No","Yes","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3293,3959,"Southern Pines","Moore","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",19,"16-19","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",31,"30-39","No",NA,"41-45 mph","O: No Injury","White","Male","Passenger Car","No","19MAY2010","Wednesday","Motorist Overtaking Bicyclist",20,"Non-Intersection","May","B: Evident Injury",73260,"Motorist Overtaking - Undetected Bicyclist",2010,"Yes","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3294,3972,"Raleigh","Wake","Piedmont","Residential","Mixed (30% To 70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",22,"20-24","No",NA,"With Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","White","Female",51,"50-59","No",NA,"31-35 mph","O: No Injury","White","Female","Passenger Car","No","05MAY2010","Wednesday","Bicyclist Left Turn / Merge",17,"Non-Intersection","May","B: Evident Injury",64320,"Bicyclist Left Turn - Same Direction",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"3 lanes",2,0,NA,0,NA
3295,3975,"None - Rural Crash","Wilkes","Mountains","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No",26,"25-29","No",NA,"Facing Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","White","Male",NA,NA,"Missing",NA,"51-55 mph","Unknown Injury","Unknown/Missing",NA,"Passenger Car","No","08JUN2010","Tuesday","Head-On",18,"Non-Intersection","June","B: Evident Injury",66180,"Head-On - Bicyclist",2010,"Yes","Yes","Daylight","Straight - Grade","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3296,3977,"Fayetteville","Cumberland","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",52,"50-59","No",NA,NA,"O: No Injury","Travel Lane","White","Male",49,"40-49","No",NA,"11-15 mph","O: No Injury","Black","Female","Passenger Car","No","23MAY2010","Sunday","Other / Unknown - Insufficient Details",10,"Intersection-Related","May","O: No Injury",38700,"Unknown Approach Paths",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"3 lanes",2,0,NA,0,NA
3297,3978,"Kannapolis","Cabarrus","Piedmont","Residential","Rural (<30% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",48,"40-49","Yes",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",45,"40-49","No",NA,"31-35 mph","O: No Injury","White","Male","Pickup","Yes","20MAY2010","Thursday","Motorist Left Turn / Merge",21,"Intersection","May","C: Possible Injury",75840,"Motorist Left Turn - Opposite Direction",2010,"Yes","No","Dark - Lighted Roadway","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3298,3990,"Siler City","Chatham","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",38,"30-39","Yes",NA,"With Traffic","O: No Injury","Travel Lane","White","Male",19,"0-19","No",NA,"41-45 mph","O: No Injury","White","Male","Sport Utility","Yes","28MAY2010","Friday","Motorist Overtaking Bicyclist",22,"Non-Intersection","May","O: No Injury",81300,"Motorist Overtaking - Other / Unknown",2010,"No","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
3299,3993,"Hope Mills","Cumberland","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Clear","No",9,"6-10","No",NA,"Facing Traffic","B: Evident Injury","Travel Lane","Hispanic","Male",21,"20-24","No",NA,"21-25 mph","O: No Injury","Black","Female","Passenger Car","No","28MAY2010","Friday","Loss of Control / Turning Error",17,"Intersection","May","B: Evident Injury",63420,"Bicyclist Turning Error - Right Turn",2010,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3300,3997,"Boone","Watauga","Mountains","Institutional","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Clear","No",20,"20-24","No",NA,"With Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","White","Male",20,"20-24","No",NA,"31-35 mph","O: No Injury","White","Female","Sport Utility","No","15JUN2010","Tuesday","Motorist Right Turn / Merge",10,"Non-Intersection","June","B: Evident Injury",36780,"Motorist Right Turn - Same Direction",2010,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"6 lanes",2,0,NA,0,NA
3301,6271,"Durham","Durham","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","Stop Sign","Clear","No",13,"11-15","No",NA,"Facing Traffic","A: Disabling Injury","Travel Lane","Black","Male",NA,NA,"No",NA,"31-35 mph","Unknown Injury","Unknown/Missing",NA,"Passenger Car","No","02NOV2008","Sunday","Crossing Paths - Other Circumstances",14,"Intersection","November","A: Disabling Injury",53880,"Sign-Controlled Intersection - Other / Unknown",2008,"Yes","Yes","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3302,6275,"Eastover","Cumberland","Coastal","Residential","Mixed (30% To 70% Developed)",NA,"Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No",53,"50-59","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",54,"50-59","No",NA,"41-45 mph","O: No Injury","White","Female","Sport Utility","No","06NOV2008","Thursday","Bicyclist Left Turn / Merge",17,"Non-Intersection","November","B: Evident Injury",63420,"Bicyclist Left Turn - Same Direction",2008,"No","No","Dusk","Straight - Level","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
3303,6280,"Charlotte","Mecklenburg","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","5 - 15 MPH","No Control Present","Clear","No",29,"25-29","No",NA,"Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Hispanic","Female",17,"0-19","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","05NOV2008","Wednesday","Motorist Failed to Yield - Midblock",12,"Non-Intersection","November","C: Possible Injury",44880,"Motorist Drive Out - Commercial Driveway / Alley",2008,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,NA,2,0,NA,0,NA
3304,6282,"None - Rural Crash","Currituck","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","Missing","Clear","No",26,"25-29","Yes",NA,"Facing Traffic","B: Evident Injury","Travel Lane","White","Male",21,"20-24","No",NA,"51-55 mph","O: No Injury","White","Male","Passenger Car","Yes","16OCT2008","Thursday","Bicyclist Right Turn / Merge",20,"Non-Intersection","October","B: Evident Injury",74580,"Bicyclist Right Turn - Opposite Direction",2008,"Yes","No","Dark - Roadway Not Lighted","Curve - Level","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
